message_id;original_message_id;summary_line_number;cluster;subject;source_tag;specialist;summary;texto_limpo;decisao;justificativa;
sellside-732acc51-4353-4316-9e2e-3b47e023b94a__line_0005;sellside-732acc51-4353-4316-9e2e-3b47e023b94a;5;285;US Economics Weekly Update 4/7/2025;us_macro_economy;generic/context-analysis;- Michigan long-term inflation expectations hit their highest since 1993 in March, ahead of the preliminary April reading expected at 4.3%.;- michigan long-term inflation expectations hit their highest since 1993 in march, ahead of the preliminary april reading expected at 4.3%.;util;;
sellside-fe94930b-8fdb-442a-b918-a4567876daf2__line_0004;sellside-fe94930b-8fdb-442a-b918-a4567876daf2;4;285;US Economics Weekly Update 2/24/2025;us_macro_economy;generic/context-analysis;- Michigan one-year inflation expectations jumped to 4.3%, up from 2.7% in October.;- michigan one-year inflation expectations jumped to 4.3%, up from 2.7% in october.;util;;
sellside-a9d6854c-4b81-4fd4-9b32-1d600fdaafc5__line_0007;sellside-a9d6854c-4b81-4fd4-9b32-1d600fdaafc5;7;285;US Economics Weekly Update 4/15/2025;us_macro_economy;generic/qualitative-research;"- Michigan 1-year inflation expectations jumped 1.7pp to 6.7% (highest since the early 1980s, second-largest monthly rise on record); 5â€“10-year expectations rose 0.3pp to 4.4%; consumer sentiment fell to its second-lowest reading ever.";"- michigan 1-year inflation expectations jumped 1.7pp to 6.7% (highest since the early 1980s, second-largest monthly rise on record); 5â€“10-year expectations rose 0.3pp to 4.4%; consumer sentiment fell to its second-lowest reading ever.";util;;
sellside-6f054d51-3a6b-42dd-898b-d4fa5fc2557e__line_0013;sellside-6f054d51-3a6b-42dd-898b-d4fa5fc2557e;13;286;Global Economics Wrap-Up: June 6, 2025;us_macro_economy;generic/context-analysis;- Euro area disinflation is running ahead of forecast, with sequential core at -0.11% mom in May and the [REDACTED] path now 2.4% Q2, 2.1% Q3, 1.9% Q4.;- euro area disinflation is running ahead of forecast, with sequential core at -0.11% mom in may and the path now 2.4% q2, 2.1% q3, 1.9% q4.;util;;
sellside-0f628a40-2f35-4450-9604-b0edde58e03b__line_0002;sellside-0f628a40-2f35-4450-9604-b0edde58e03b;2;286;Global Economics Wrap-Up: March 28, 2025;us_macro_economy;generic/context-analysis;"- The DM composite flash PMI rose +0.5pt to 51.6, as services (+0.9pt to 52.2) offset a manufacturing decline (-1.1pt to 49.0); French and German manufacturing recovered but remain contractionary at 48.9 and 48.3.";"- the dm composite flash pmi rose +0.5pt to 51.6, as services (+0.9pt to 52.2) offset a manufacturing decline (-1.1pt to 49.0); french and german manufacturing recovered but remain contractionary at 48.9 and 48.3.";util;;
sellside-61669877-e69d-4727-95cd-0635afa98195__line_0008;sellside-61669877-e69d-4727-95cd-0635afa98195;8;287;US Daily: June CPI Preview;us_macro_economy;inflation/release-expectations;Outlook. - Core inflation should hold around 0.2% m/m near term, on continued shelter deceleration and the reversal of jet-fuel and World Cup pressure in travel services.;outlook. - core inflation should hold around 0.2% near term, on continued shelter deceleration and the reversal of jet-fuel and world cup pressure in travel services.;util;;
sellside-911b96fe-6850-4b1a-9007-222c619c69ec__line_0008;sellside-911b96fe-6850-4b1a-9007-222c619c69ec;8;287;US Daily: February CPI Preview;us_macro_economy;inflation/release-expectations;Outlook. - **Core CPI seen at 0.2â€“0.3% m/m over the next couple of months**, with tariffs continuing to modestly boost monthly inflation.;outlook. - **core cpi seen at 0.2â€“0.3% over the next couple of months**, with tariffs continuing to modestly boost monthly inflation.;util;;
sellside-c5b598ee-b00b-4057-ae4d-09c7e38eca10__line_0013;sellside-c5b598ee-b00b-4057-ae4d-09c7e38eca10;13;287;US Daily: June CPI Preview (Rindels/Walker);us_macro_economy;inflation/release-expectations;**The forward view is a tug-of-war between rising tariff effects on goods and a fading domestic trend.** The next few months should show core CPI running 0.3â€“0.4% as tariff pass-through accelerates in import-heavy categories, even as rent and labor-market contributions shrink. That split is captured in the year-end figures: +3.1% core CPI and +3.3% core PCE with tariffs, but only +2.3% for both without them â€” a roughly 0.8â€“1.0pp wedge that frames tariffs as the dominant swing factor in the 2025 inflation picture. The releases to watch are the goods categories most exposed to imports, where the analyst expects the sharpest acceleration.;**the forward view is a tug-of-war between rising tariff effects on goods and a fading domestic trend.** the next few months should show core cpi running 0.3â€“0.4% as tariff pass-through accelerates in import-heavy categories, even as rent and labor-market contributions shrink. that split is captured in the year-end figures: +3.1% core cpi and +3.3% core pce with tariffs, but only +2.3% for both without them â€” a roughly 0.8â€“1.0pp wedge that frames tariffs as the dominant swing factor in the 2025 inflation picture. the releases to watch are the goods categories most exposed to imports, where the analyst expects the sharpest acceleration.;util;;
sellside-7c291e08-4474-415c-adc5-4e36dd507df8__line_0014;sellside-7c291e08-4474-415c-adc5-4e36dd507df8;14;288;US Daily: January CPI Preview (Rindels/Walker);us_macro_economy;inflation/release-expectations;"- **+0.31% m/m** owners' equivalent rent (vs. +0.33% in December); **+0.27% m/m** rent (vs. +0.33%).";"- **+0.31% ** owners' equivalent rent (vs. +0.33% in december); **+0.27% ** rent (vs. +0.33%).";util;;
sellside-65271f03-83f3-444d-ba24-bb9def79ff38__line_0008;sellside-65271f03-83f3-444d-ba24-bb9def79ff38;8;288;US Daily: December CPI Preview (Rindels/Walker);us_macro_economy;inflation/release-expectations;"- **OER +0.30% m/m** (vs +0.23%) and **rent +0.25% m/m** (vs +0.21%); communications flat (vs -1.0%) on seasonal distortions.";"- **oer +0.30% ** (vs +0.23%) and **rent +0.25% ** (vs +0.21%); communications flat (vs -1.0%) on seasonal distortions.";util;;
sellside-b6b4b401-9d32-40ca-985c-03481d4a4863__line_0012;sellside-b6b4b401-9d32-40ca-985c-03481d4a4863;12;288;US Daily: April CPI Preview;us_macro_economy;inflation/release-expectations;Unpacked. The April print carries a mechanical distortion the reader should isolate before judging the trend. During the government shutdown the BLS could not collect shelter prices for the panel group due in October, so a zero change was imputed, biasing the index level down. **That group is sampled again in April, so its reading effectively captures two months of increases** â€” April 2026 prices compared against April 2025 â€” producing the sharp, one-time jumps of 0.50% in OER and 0.44% in rent. This is a level correction, not a change in shelter's underlying pace, which has actually trended down over the past year.;unpacked. the april print carries a mechanical distortion the reader should isolate before judging the trend. during the government shutdown the bls could not collect shelter prices for the panel group due in october, so a zero change was imputed, biasing the index level down. **that group is sampled again in april, so its reading effectively captures two months of increases** â€” april 2026 prices compared against april 2025 â€” producing the sharp, one-time jumps of 0.50% in oer and 0.44% in rent. this is a level correction, not a change in shelter's underlying pace, which has actually trended down over the past year.;util;;
sellside-08b31d08-d509-4fe4-80b4-926daeaafd71__line_0010;sellside-08b31d08-d509-4fe4-80b4-926daeaafd71;10;289;Global Markets Daily: Lowdown on the risk of another drawdown - assessing further equity downside risk (Mueller-Glissmann/Ferrario);us_macro_economy;generic/qualitative-research;- [REDACTED] stays defensive: its economists put US recession probability at 45%, and it judges most risky assets are not priced for that. It stays OW bonds but leans to shorter duration given upward pressure on long yields, and favours diversification into safe havens (Swiss Franc, Yen, Gold).;- stays defensive: its economists put us recession probability at 45%, and it judges most risky assets are not priced for that. it stays ow bonds but leans to shorter duration given upward pressure on long yields, and favours diversification into safe havens (swiss franc, yen, gold).;util;;
sellside-2228824d-c315-463a-b09f-fd1244965c1c__line_0010;sellside-2228824d-c315-463a-b09f-fd1244965c1c;10;289;Global Markets Daily: Drawdown risk is up â€” assessing equity correction risk (Ferrario/Mueller-Glissmann);us_macro_economy;generic/quantitative-research;**The core result is that probability has risen to almost 30%, meaningful because the historical record shows the worst outcomes concentrate only once the reading crosses 35%.** Below that line, the signal is a tilt toward lower forward returns and deeper potential drawdowns, not a warning of an imminent correction. The 25â€“35% band still carries a materially higher drawdown frequency than unconditional, which is why the note treats the move as worth acting on rather than ignoring.;**the core result is that probability has risen to almost 30%, meaningful because the historical record shows the worst outcomes concentrate only once the reading crosses 35%.** below that line, the signal is a tilt toward lower forward returns and deeper potential drawdowns, not a warning of an imminent correction. the 25â€“35% band still carries a materially higher drawdown frequency than unconditional, which is why the note treats the move as worth acting on rather than ignoring.;util;;
sellside-27820391-54b1-42c9-bd20-3b81ca3f1b1a__line_0009;sellside-27820391-54b1-42c9-bd20-3b81ca3f1b1a;9;290;Global Markets Daily: Rising Policy Uncertainty and Our New Macro FX Vol Models (Rosenberg);us_macro_economy;generic/quantitative-research;"Two channels stand out. **The first is that uncertainty can climb without any policy actually taking effect.** The April reciprocal-tariff announcements lifted inflation and growth uncertainty quickly, then faded once markets assumed the tariffs would not stick; the latest tariff letters reopen that risk. Because the models read uncertainty off forecast dispersion, they miss risk that is real but hidden â€” when forecasters agree on the impact and likelihood of proposed tariffs, dispersion stays low even as the tail grows.";"two channels stand out. **the first is that uncertainty can climb without any policy actually taking effect.** the april reciprocal-tariff announcements lifted inflation and growth uncertainty quickly, then faded once markets assumed the tariffs would not stick; the latest tariff letters reopen that risk. because the models read uncertainty off forecast dispersion, they miss risk that is real but hidden â€” when forecasters agree on the impact and likelihood of proposed tariffs, dispersion stays low even as the tail grows.";util;;
